_id,Date,Line,Time,Day,Station,Incident,Min Delay,Min Gap,Bound,Vehicle,,
661,2025-01-21,503,8:32,Tuesday,KINGSTON AND MALVERN,Diversion,None,None,E,4517,KINGSTON AND MALVERN,
662,2025-01-21,512,8:57,Tuesday,ST CLAIR AND VIA ITALI,Collision - TTC Involved,32,41,W,4417,ST CLAIR AND VIA ITALI,
663,2025-01-21,505,11:13,Tuesday,PARLIAMENT AND DUNDAS,Collision - TTC Involved,10,20,S,4618,PARLIAMENT AND DUNDAS,
664,2025-01-21,510,12:32,Tuesday,N OF SPADINA STATION,Operations,4,8,E,8790,N OF SPADINA STATION,
665,2025-01-21,501,12:45,Tuesday,QUEEN AND NEVILLE PARK,Emergency Services,10,20,E,4550,QUEEN AND NEVILLE PARK,
666,2025-01-21,None,12:57,Tuesday,QUEEN AND DOVERCOURT,General Delay,27,37,E,4477,QUEEN AND DOVERCOURT,
667,2025-01-21,501,13:09,Tuesday,CHURCH AND RICHMOND,Cleaning - Unsanitary,9,18,W,4550,CHURCH AND RICHMOND,
668,2025-01-21,510,13:28,Tuesday,SPADINA STATION,Emergency Services,8,16,None,8689,SPADINA STATION,
669,2025-01-21,503,13:57,Tuesday,QUEEN AND BROADVIEW,Cleaning - Unsanitary,10,20,E,4443,QUEEN AND BROADVIEW,
670,2025-01-21,506,16:10,Tuesday,CARTLON AND YONGE,Operations,17,27,W,4615,CARTLON AND YONGE,
671,2025-01-21,507,19:02,Tuesday,LAKESHORE AND NINTH ST,Diversion,168,178,E,4553,LAKESHORE AND NINTH ST,
672,2025-01-21,508,19:14,Tuesday,LAKESHORE AND NINTH,Held By,20,40,E,4598,LAKESHORE AND NINTH,
673,2025-01-21,507,22:35,Tuesday,HUMBER LOOP AND THE QU,General Delay,10,20,E,4555,HUMBER LOOP AND THE QU,
674,2025-01-21,504,23:20,Tuesday,KING AND SPADINA,General Delay,15,25,E,4467,KING AND SPADINA,
675,2025-01-21,501,23:36,Tuesday,QUEEN AND BEECH,General Delay,10,20,W,4561,QUEEN AND BEECH,
676,2025-01-22,301,3:39,Wednesday,THE QUEENSWAY AND RONC,Operations,30,45,W,4591,THE QUEENSWAY AND RONC,
677,2025-01-22,301,4:19,Wednesday,LONG BRANCH LOOP,Cleaning - Unsanitary,15,30,E,4547,LONG BRANCH LOOP,
678,2025-01-22,504,6:26,Wednesday,KING AND STRACHAN,Mechanical,10,20,W,4401,KING AND STRACHAN,
679,2025-01-22,505,7:16,Wednesday,BROADVIEW STATION,Mechanical,10,20,N,4456,BROADVIEW STATION,
680,2025-01-22,501,8:01,Wednesday,QUEEN AND CARROLL,Security,None,None,W,4585,QUEEN AND CARROLL,
681,2025-01-22,505,8:37,Wednesday,DUNDAS AND DVP (ON BRI,Diversion,194,204,E,4467,DUNDAS AND DVP (ON BRI,
682,2025-01-22,509,9:15,Wednesday,EXHIBITION LOOP,Mechanical,7,14,W,4481,EXHIBITION LOOP,
683,2025-01-22,501,10:11,Wednesday,QUEEN AND ELMER,Cleaning - Unsanitary,5,10,W,4597,QUEEN AND ELMER,
684,2025-01-22,501,10:15,Wednesday,QUEENSWAY AND ELLIS,Operations,9,18,E,4555,QUEENSWAY AND ELLIS,
685,2025-01-22,506,11:30,Wednesday,BATHURST AND DUNDAS,Operations,None,None,S,4508,BATHURST AND DUNDAS,
686,2025-01-22,None,11:53,Wednesday,RONCESVALLES YARD,Overhead,None,None,None,None,RONCESVALLES YARD,
687,2025-01-22,504,12:33,Wednesday,DUNDAS WEST STATION,Security,None,None,None,4431,DUNDAS WEST STATION,
688,2025-01-22,512,13:19,Wednesday,ST CLAIR AND WESTON,General Delay,14,22,S,4523,ST CLAIR AND WESTON,
689,2025-01-22,510,13:44,Wednesday,SPADINA STATION,Emergency Services,3,7,None,8867,SPADINA STATION,
690,2025-01-22,501,14:23,Wednesday,QUEEN AND BATHURST,General Delay,24,34,E,4589,QUEEN AND BATHURST,
691,2025-01-22,503,14:31,Wednesday,BINGHAM LOOP,Security,10,20,None,4633,BINGHAM LOOP,
692,2025-01-22,510,14:37,Wednesday,QUEENS QUAY LOOP,Mechanical,3,5,S,8626,QUEENS QUAY LOOP,
693,2025-01-22,501,14:57,Wednesday,YORK AND ADELAIDE,General Delay,9,18,E,4556,YORK AND ADELAIDE,
694,2025-01-22,None,15:33,Wednesday,QUEENSQUAY STATION,Emergency Services,None,None,None,None,QUEENSQUAY STATION,
695,2025-01-22,511,15:56,Wednesday,BATHURST AND FORT YORK,General Delay,11,21,N,4458,BATHURST AND FORT YORK,
696,2025-01-22,501,17:13,Wednesday,BROADVIEW AND QUEEN,Mechanical,8,17,W,4588,BROADVIEW AND QUEEN,
697,2025-01-22,501,17:28,Wednesday,RONCESVALLES DIVISION,Mechanical,8,17,E,4580,RONCESVALLES DIVISION,
698,2025-01-22,501,17:56,Wednesday,QUEEN AND DOVERCOURT,Security,4,13,E,4591,QUEEN AND DOVERCOURT,
699,2025-01-22,512,20:05,Wednesday,ST CLAIR AND BATHURST,Held By,None,None,W,None,ST CLAIR AND BATHURST,
700,2025-01-23,504,3:12,Thursday,KINGSTON ROAD LOOP,Security,None,None,E,4406,KINGSTON ROAD LOOP,
701,2025-01-23,504,4:12,Thursday,QUEEN AND LESLIE,Mechanical,10,20,None,4470,QUEEN AND LESLIE,
702,2025-01-23,512,6:10,Thursday,GUNN'S LOOP,General Delay,14,22,E,4518,GUNN'S LOOP,
703,2025-01-23,512,6:10,Thursday,GUNNS LOOP AND ST CLAI,General Delay,20,28,E,4518,GUNNS LOOP AND ST CLAI,
704,2025-01-23,505,6:59,Thursday,DUNDAS AND BATHURST,General Delay,11,21,W,4429,DUNDAS AND BATHURST,
705,2025-01-23,507,7:07,Thursday,HUMBER LOOP,Mechanical,10,20,E,4567,HUMBER LOOP,
706,2025-01-23,505,9:33,Thursday,DUNDAS AND OSSINGTON,General Delay,None,None,None,None,DUNDAS AND OSSINGTON,
707,2025-01-23,509,10:20,Thursday,KING AND BATHURST,Operations,None,None,E,4442,KING AND BATHURST,
708,2025-01-23,505,11:44,Thursday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,4403,BROADVIEW STATION,
709,2025-01-23,509,13:43,Thursday,FLEET AT STRACHAN,Diversion,39,46,W,4457,FLEET AT STRACHAN,
710,2025-01-23,511,13:44,Thursday,FLEET AND STRACHAN,Diversion,49,59,W,4549,FLEET AND STRACHAN,
711,2025-01-23,506,16:00,Thursday,COLLEGE AND OSSINGTON,General Delay,None,None,None,None,COLLEGE AND OSSINGTON,
712,2025-01-23,508,16:10,Thursday,RONCESVALLES YARD,Mechanical,9,1,E,4595,RONCESVALLES YARD,
713,2025-01-23,505,16:18,Thursday,DUNDAS AND MCCAUL,Mechanical,10,2,E,4487,DUNDAS AND MCCAUL,
714,2025-01-23,503,17:39,Thursday,QUEEN AND CONNAUGHT,General Delay,10,20,E,4432,QUEEN AND CONNAUGHT,
715,2025-01-23,509,18:11,Thursday,49 MANITOBA DRIVE,General Delay,None,None,W,None,49 MANITOBA DRIVE,
716,2025-01-23,506,18:23,Thursday,GERRARD AND WOODFIELD,General Delay,14,24,W,4605,GERRARD AND WOODFIELD,
717,2025-01-23,510,18:45,Thursday,SPADINA AND COLLEGE,Investigation,4,7,S,8703,SPADINA AND COLLEGE,
718,2025-01-23,504,18:45,Thursday,KING AND SHAW,Mechanical,10,20,W,4414,KING AND SHAW,
719,2025-01-23,505,18:52,Thursday,BROADVIEW STATION,Mechanical,31,41,N,4413,BROADVIEW STATION,
720,2025-01-23,505,18:58,Thursday,DUNDAS AND SHERBOURNE,Collision - TTC Involved,35,45,E,4466,DUNDAS AND SHERBOURNE,
721,2025-01-23,501,20:00,Thursday,QUEEN AND NEVILLE,Emergency Services,22,32,E,4635,QUEEN AND NEVILLE,
722,2025-01-23,504,20:20,Thursday,KING AND JARVIS,Mechanical,10,20,E,4465,KING AND JARVIS,
723,2025-01-23,501,20:37,Thursday,QUEEN AND NEVILLE PARK,Diversion,16,25,E,4578,QUEEN AND NEVILLE PARK,
724,2025-01-23,504,22:26,Thursday,LESLIE AND EASTERN,Security,None,None,S,4453,LESLIE AND EASTERN,
725,2025-01-23,501,22:36,Thursday,THE QUEENSWAY AND ELLI,Cleaning - Unsanitary,10,20,E,4555,THE QUEENSWAY AND ELLI,
726,2025-01-23,506,23:41,Thursday,COLLEGE AND LANSDOWNE,Diversion,39,49,W,4467,COLLEGE AND LANSDOWNE,
727,2025-01-23,507,0:28,Thursday,LESLIE AND LAKESHORE,General Delay,15,30,E,4560,LESLIE AND LAKESHORE,
728,2025-01-23,501,0:32,Thursday,SHAW AND QUEEN,Cleaning - Unsanitary,10,20,S,4582,SHAW AND QUEEN,
729,2025-01-23,305,1:38,Thursday,DUNDAS AND BATHURST,General Delay,56,76,E,4618,DUNDAS AND BATHURST,
730,2025-01-24,505,2:02,Friday,DUNDAS WEST STATION,Cleaning - Unsanitary,15,30,W,4506,DUNDAS WEST STATION,
731,2025-01-24,501,3:25,Friday,QUEEN AND ALTON,Mechanical,15,30,W,4585,QUEEN AND ALTON,
732,2025-01-24,306,3:29,Friday,GERRARD AND GAINSBOROU,Security,8,28,E,4449,GERRARD AND GAINSBOROU,
733,2025-01-24,504,4:29,Friday,QUEEN AND LESLIE,Operations,10,20,None,4520,QUEEN AND LESLIE,
734,2025-01-24,505,4:49,Friday,QUEEN AND LESLIE,Security,None,None,E,4615,QUEEN AND LESLIE,
735,2025-01-24,506,6:03,Friday,QUEEN AND LESLIE,Security,None,None,W,4530,QUEEN AND LESLIE,
736,2025-01-24,503,7:28,Friday,QUEEN AND WOODFIELD,General Delay,10,20,E,4448,QUEEN AND WOODFIELD,
737,2025-01-24,507,9:28,Friday,LAKESHORE AND FIFTH,General Delay,10,20,W,4573,LAKESHORE AND FIFTH,
738,2025-01-24,505,9:54,Friday,DUNDAS AND LANSDOWNE,Collision - TTC Involved,43,53,W,4607,DUNDAS AND LANSDOWNE,
739,2025-01-24,508,10:30,Friday,KING AND UNIVERSITY,Cleaning - Unsanitary,21,42,W,4585,KING AND UNIVERSITY,
740,2025-01-24,510,10:39,Friday,DUNDAS AND OSSINGTON,Utilized Off Route,3,7,W,8764,DUNDAS AND OSSINGTON,
741,2025-01-24,505,11:55,Friday,DUNDAS AND JARVIS,Emergency Services,28,38,W,4417,DUNDAS AND JARVIS,
742,2025-01-24,None,12:35,Friday,LESLIE BARNS GATEHOUSE,Held By,None,None,None,None,LESLIE BARNS GATEHOUSE,
743,2025-01-24,509,13:10,Friday,QUEENS QUAY AND BATHUR,Operations,7,14,E,4454,QUEENS QUAY AND BATHUR,
744,2025-01-24,503,13:52,Friday,BINGHAM LOOP,Security,17,27,W,4624,BINGHAM LOOP,
745,2025-01-24,501,14:12,Friday,QUEEN AND EMPIRE,Security,10,20,W,4492,QUEEN AND EMPIRE,
746,2025-01-24,504,14:21,Friday,CHERRY AND MILL ST,Held By,10,20,N,4410,CHERRY AND MILL ST,
747,2025-01-24,504,14:45,Friday,ERINDALE AND BROADVIEW,Mechanical,10,20,W,4472,ERINDALE AND BROADVIEW,
748,2025-01-24,501,14:49,Friday,RONCESVALLES AND QUEEN,Operations,9,18,S,4601,RONCESVALLES AND QUEEN,
749,2025-01-24,504,14:51,Friday,RONCESVALLES AND QUEEN,Diversion,32,42,None,4605,RONCESVALLES AND QUEEN,
750,2025-01-24,512,14:54,Friday,ST CLAIR WEST STATION,Operations,10,18,E,4426,ST CLAIR WEST STATION,
751,2025-01-24,512,15:10,Friday,ST CLAIR AND LANSDOWNE,General Delay,None,None,W,None,ST CLAIR AND LANSDOWNE,
752,2025-01-24,510,15:54,Friday,SPADINA AND KING,General Delay,None,None,S,8671,SPADINA AND KING,
753,2025-01-24,501,17:55,Friday,QUEEN AND CHURCH,Cleaning - Unsanitary,9,17,E,4548,QUEEN AND CHURCH,
754,2025-01-24,504,18:55,Friday,DUNDAS WEST STATION,Mechanical,10,20,E,4494,DUNDAS WEST STATION,
755,2025-01-24,501,19:00,Friday,RONCESVALLES AND QUEEN,Mechanical,9,17,W,4554,RONCESVALLES AND QUEEN,
756,2025-01-24,510,19:10,Friday,QUEENS QUAY AND LOWER,Emergency Services,None,None,N,8668,QUEENS QUAY AND LOWER,
757,2025-01-24,504,19:28,Friday,KING AND RIVER,Emergency Services,20,30,W,4411,KING AND RIVER,
758,2025-01-24,503,19:40,Friday,KING AND RIVER,Diversion,10,21,W,4439,KING AND RIVER,
759,2025-01-24,505,19:50,Friday,BROADVIEW AND GERRARD,Held By,19,39,E,4516,BROADVIEW AND GERRARD,
760,2025-01-24,504,20:00,Friday,DUFFERIN AND KING,Mechanical,10,20,S,4529,DUFFERIN AND KING,
761,2025-01-24,510,21:38,Friday,SPADINA AND QUEENS QUA,Operations,4,8,N,8749,SPADINA AND QUEENS QUA,
762,2025-01-24,504,22:27,Friday,KINGSTON ROAD LOOP,Emergency Services,None,None,E,4521,KINGSTON ROAD LOOP,
763,2025-01-24,505,23:11,Friday,DUNDAS AND DOVERCOURT,Mechanical,10,20,W,4404,DUNDAS AND DOVERCOURT,
764,2025-01-24,301,1:24,Friday,QUEEN AND GLEN MANOR,Diversion,24,39,E,4592,QUEEN AND GLEN MANOR,
765,2025-01-24,301,1:24,Friday,QUEEN AND NEVILLE PARK,Emergency Services,None,None,E,4545,QUEEN AND NEVILLE PARK,
766,2025-01-25,501,2:55,Saturday,SUNNYSIDE LOOP,Security,None,None,W,4592,SUNNYSIDE LOOP,
767,2025-01-25,505,4:25,Saturday,KINGSTON LOOP,Security,None,None,None,4459,KINGSTON LOOP,
768,2025-01-25,501,5:05,Saturday,SHAW AND KING,Security,None,None,N,4547,SHAW AND KING,
769,2025-01-25,501,5:05,Saturday,QUEEN AND NEVILLE PARK,Cleaning - Unsanitary,10,20,E,4600,QUEEN AND NEVILLE PARK,
770,2025-01-25,505,5:32,Saturday,DUNDAS AND LANSDOWNE,General Delay,10,20,W,4445,DUNDAS AND LANSDOWNE,
771,2025-01-25,510,5:41,Saturday,BAY AND FRONT,Security,30,60,S,8778,BAY AND FRONT,
772,2025-01-25,503,5:45,Saturday,YORK AND KING,Emergency Services,10,20,N,4509,YORK AND KING,
773,2025-01-25,510,5:50,Saturday,QUEEN'S QUAY AND REES,Operations,9,18,S,8804,QUEEN'S QUAY AND REES,
774,2025-01-25,301,5:52,Saturday,QUEEN AND WINEVA,Cleaning - Unsanitary,10,20,W,4548,QUEEN AND WINEVA,
775,2025-01-25,505,6:46,Saturday,DUNDAS AND LANSDOWNE,General Delay,10,20,W,4615,DUNDAS AND LANSDOWNE,
776,2025-01-25,509,6:48,Saturday,QUEEN'S QUAY AND HARBO,General Delay,None,None,W,None,QUEEN'S QUAY AND HARBO,
777,2025-01-25,501,8:43,Saturday,QUEEN AND TRILLER,Operations,10,20,W,4447,QUEEN AND TRILLER,
778,2025-01-25,509,9:28,Saturday,QUEENS QUAY AND HARBOU,General Delay,None,None,W,4442,QUEENS QUAY AND HARBOU,
779,2025-01-25,501,9:54,Saturday,HUMBER LOOP,Cleaning - Unsanitary,10,20,W,4574,HUMBER LOOP,
780,2025-01-25,509,11:11,Saturday,UNION STATION,Security,11,19,None,4441,UNION STATION,
781,2025-01-25,510,12:25,Saturday,SPADINA AND COLLEGE,Security,3,5,S,8695,SPADINA AND COLLEGE,
782,2025-01-25,510,13:22,Saturday,SPADINA AND DUNDAS,Emergency Services,12,15,N,8854,SPADINA AND DUNDAS,
783,2025-01-25,512,13:52,Saturday,GUNNS LOOP,General Delay,14,22,E,4644,GUNNS LOOP,
784,2025-01-25,506,13:58,Saturday,CARLTON AND ONTARIO ST,Mechanical,10,20,W,4503,CARLTON AND ONTARIO ST,
785,2025-01-25,503,14:07,Saturday,KING AND YONGE,Cleaning - Unsanitary,10,20,E,4448,KING AND YONGE,
786,2025-01-25,512,14:30,Saturday,GUNNS LOOP,Operations,10,18,S,4511,GUNNS LOOP,
787,2025-01-25,503,14:54,Saturday,QUEEN AND KINGSTON,Security,10,20,E,4430,QUEEN AND KINGSTON,
788,2025-01-25,512,15:42,Saturday,ST CLAIR WEST STATION,Rail/Switches,None,None,W,4498,ST CLAIR WEST STATION,
789,2025-01-25,510,15:51,Saturday,SPADINA AND BLOOR,Collision - TTC Involved,3,5,S,8808,SPADINA AND BLOOR,
790,2025-01-25,501,16:29,Saturday,QUEEN AND KING,Security,None,None,E,4566,QUEEN AND KING,
791,2025-01-25,512,17:09,Saturday,ST CLAIR AND DUFFERIN,Operations,12,20,W,4618,ST CLAIR AND DUFFERIN,
792,2025-01-25,512,17:42,Saturday,ST CLAIR AND EARLSCOUR,Operations,9,17,E,4461,ST CLAIR AND EARLSCOUR,
793,2025-01-25,510,18:30,Saturday,SPADINA STATION,General Delay,None,None,None,None,SPADINA STATION,
794,2025-01-25,510,19:06,Saturday,SPADINA AND NASSAU,Security,4,8,N,8912,SPADINA AND NASSAU,
795,2025-01-25,511,19:47,Saturday,BATHURST AND FORT YORK,General Delay,None,None,None,None,BATHURST AND FORT YORK,
796,2025-01-25,504,19:52,Saturday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,W,4413,DUNDAS WEST STATION,
797,2025-01-25,507,21:56,Saturday,LAKE SHORE AND 3RD STR,General Delay,10,20,W,4563,LAKE SHORE AND 3RD STR,
798,2025-01-25,507,21:56,Saturday,LAKESHORE AND THIRTY S,Diversion,27,37,W,4567,LAKESHORE AND THIRTY S,
799,2025-01-25,501,23:18,Saturday,LONG BRANCH LOOP,Security,10,20,None,4566,LONG BRANCH LOOP,
800,2025-01-25,501,23:18,Saturday,LAKESHORE AND FIFTEENT,Diversion,31,41,W,4583,LAKESHORE AND FIFTEENT,
801,2025-01-25,511,23:50,Saturday,BATHURST AND LAKE SHOR,Security,10,20,None,4582,BATHURST AND LAKE SHOR,
802,2025-01-25,506,0:44,Saturday,COLLEGE AND AUGUSTA,Diversion,20,40,E,4404,COLLEGE AND AUGUSTA,
803,2025-01-25,501,1:04,Saturday,QUEEN AND EMPIRE,Cleaning - Unsanitary,10,20,W,4596,QUEEN AND EMPIRE,
804,2025-01-25,501,1:07,Saturday,QUEEN AND BROADVIEW,Diversion,45,56,W,4585,QUEEN AND BROADVIEW,
805,2025-01-25,503,1:07,Saturday,QUEEN AND BROADVIEW,Diversion,45,55,W,4517,QUEEN AND BROADVIEW,
806,2025-01-25,999,1:08,Saturday,QUEEN AND KING BRIDGE,Security,None,None,W,4556,QUEEN AND KING BRIDGE,
807,2025-01-25,504,1:10,Saturday,QUEEN AND KING BRIDGE,Diversion,45,55,W,4459,QUEEN AND KING BRIDGE,
808,2025-01-25,305,1:50,Saturday,DUNDAS AND DOVERCOURT,Held By,18,28,W,4501,DUNDAS AND DOVERCOURT,
809,2025-01-26,507,2:05,Sunday,SUNNYSIDE LOOP,Emergency Services,None,None,W,4567,SUNNYSIDE LOOP,
810,2025-01-26,511,2:26,Sunday,BATHURST AND ROBINSON,General Delay,20,30,S,4533,BATHURST AND ROBINSON,
811,2025-01-26,501,3:25,Sunday,KINGSTON LOOP,General Delay,30,60,None,4569,KINGSTON LOOP,
812,2025-01-26,505,5:01,Sunday,LESLIE AND QUEEN,Emergency Services,None,None,E,4432,LESLIE AND QUEEN,
813,2025-01-26,505,5:20,Sunday,KINGSTON RD LOOP,Emergency Services,None,None,E,4406,KINGSTON RD LOOP,
814,2025-01-26,503,6:16,Sunday,YORK AND KING,Security,24,34,N,4481,YORK AND KING,
815,2025-01-26,504,6:19,Sunday,KINGSTON LOOP,Security,None,None,None,4486,KINGSTON LOOP,
816,2025-01-26,504,6:29,Sunday,KING AND DUNN,General Delay,12,26,E,4449,KING AND DUNN,
817,2025-01-26,501,7:21,Sunday,NEVILLE LOOP (2505 QUE,Diversion,20,30,None,4567,NEVILLE LOOP (2505 QUE,
818,2025-01-26,501,8:28,Sunday,QUEEN AND BATHURST,Security,None,None,E,4545,QUEEN AND BATHURST,
819,2025-01-26,510,9:09,Sunday,SPADINA AND HARBOURD,General Delay,6,11,N,8720,SPADINA AND HARBOURD,
820,2025-01-26,504,10:43,Sunday,KING AND PARLIAMENT,Diversion,7,17,None,4513,KING AND PARLIAMENT,
821,2025-01-26,503,10:44,Sunday,KING AND PARLIAMENT,Diversion,6,16,E,448,KING AND PARLIAMENT,
822,2025-01-26,506,14:27,Sunday,COLLEGE AND MCCAUL,Cleaning - Unsanitary,10,20,W,4490,COLLEGE AND MCCAUL,
823,2025-01-26,503,14:38,Sunday,YORK AND KING,Cleaning - Unsanitary,10,20,N,4624,YORK AND KING,
824,2025-01-26,509,15:10,Sunday,QUEENS QUAY STATION,General Delay,91,101,E,None,QUEENS QUAY STATION,
825,2025-01-26,510,15:39,Sunday,QUEEN'S QUAY AND LOWER,General Delay,None,None,E,None,QUEEN'S QUAY AND LOWER,
826,2025-01-26,510,15:54,Sunday,SPADINA AND URSULA FRA,Mechanical,3,6,N,8660,SPADINA AND URSULA FRA,
827,2025-01-26,505,16:10,Sunday,DUNDAS AND DENISON,Emergency Services,9,19,E,4605,DUNDAS AND DENISON,
828,2025-01-26,512,16:18,Sunday,ST. CLAIR AND LAUGHTON,Operations,10,18,W,4504,ST. CLAIR AND LAUGHTON,
829,2025-01-26,501,16:29,Sunday,1300 QUEEN ST W,Diversion,20,30,None,4551,1300 QUEEN ST W,
830,2025-01-26,509,17:04,Sunday,BATHURST AND QUEENS QU,Collision - TTC Involved,10,20,E,4515,BATHURST AND QUEENS QU,
831,2025-01-26,510,17:18,Sunday,SPADINA AND BLOOR,Operations,3,6,N,8640,SPADINA AND BLOOR,
832,2025-01-26,510,18:13,Sunday,SPADINA AND FRONT,Investigation,3,6,S,8676,SPADINA AND FRONT,
833,2025-01-26,505,18:44,Sunday,DUNDAS AND MANNING,Operations,10,20,W,4487,DUNDAS AND MANNING,
834,2025-01-26,504,20:28,Sunday,KING AND DUFFERIN,Security,10,20,W,4498,KING AND DUFFERIN,
835,2025-01-26,504,21:14,Sunday,KING AND SHERBOURNE,Mechanical,10,20,E,4488,KING AND SHERBOURNE,
836,2025-01-26,509,21:16,Sunday,BATHURST AND FLEET,General Delay,None,None,None,None,BATHURST AND FLEET,
837,2025-01-26,505,21:32,Sunday,BROADVIEW STATION,Emergency Services,10,20,None,4460,BROADVIEW STATION,
838,2025-01-26,507,21:44,Sunday,HUMBER LOOP,Security,21,31,None,4588,HUMBER LOOP,
839,2025-01-26,509,21:44,Sunday,BATHUERST AND FLEET,Cleaning - Unsanitary,10,20,W,4527,BATHUERST AND FLEET,
840,2025-01-26,501,22:05,Sunday,HUMBER LOOP,Utilized Off Route,10,20,E,4535,HUMBER LOOP,
841,2025-01-26,512,22:35,Sunday,ST CLAIR AND AVENUE,General Delay,11,19,E,4606,ST CLAIR AND AVENUE,
842,2025-01-26,506,1:50,Sunday,GERRARD AND NASMITH,Security,5,10,W,4442,GERRARD AND NASMITH,
843,2025-01-27,503,2:20,Monday,QUEEN AND LOGAN,General Delay,10,20,E,4607,QUEEN AND LOGAN,
844,2025-01-27,504,2:37,Monday,KING AND SUMACH,General Delay,17,27,E,4401,KING AND SUMACH,
845,2025-01-27,503,2:59,Monday,KING AND SUMACH,General Delay,18,28,E,4448,KING AND SUMACH,
846,2025-01-27,506,3:00,Monday,GERRARD AND CARLAW,Emergency Services,23,43,E,4476,GERRARD AND CARLAW,
847,2025-01-27,510,7:22,Monday,WARDEN AND UPTON,Mechanical,4,8,S,8692,WARDEN AND UPTON,
848,2025-01-27,504,8:59,Monday,KING AND BAY,Emergency Services,6,12,E,4440,KING AND BAY,
849,2025-01-27,507,9:18,Monday,RONCESVALLES YARD,Overhead,10,20,None,4592,RONCESVALLES YARD,
850,2025-01-27,510,10:59,Monday,SPADINA AND RICHMOUND,Operations,4,8,S,8752,SPADINA AND RICHMOUND,
851,2025-01-27,504,11:05,Monday,CHERRY AND FRONT,Cleaning - Unsanitary,10,20,N,4465,CHERRY AND FRONT,
852,2025-01-27,505,12:49,Monday,BROADVIEW STATION,Mechanical,10,20,N,4420,BROADVIEW STATION,
853,2025-01-27,506,15:46,Monday,COLLEGE AND SPADINA,Collision - TTC Involved,33,43,W,4403,COLLEGE AND SPADINA,
854,2025-01-27,509,17:54,Monday,QUEENS QUAY TUNNEL,Diversion,34,44,E,4530,QUEENS QUAY TUNNEL,
855,2025-01-27,504,18:03,Monday,SUNNYSIDE LOOP,General Delay,10,20,E,4503,SUNNYSIDE LOOP,
856,2025-01-27,508,18:46,Monday,HUMBER LOOP,General Delay,30,60,W,4535,HUMBER LOOP,
857,2025-01-27,501,18:50,Monday,NEVILLE PARK LOOP,Operations,35,45,None,4531,NEVILLE PARK LOOP,
858,2025-01-27,510,18:58,Monday,SPADINA AND BLOOR,Security,3,7,S,8732,SPADINA AND BLOOR,
859,2025-01-27,504,19:14,Monday,KING AND DUFFERIN,General Delay,10,20,E,4426,KING AND DUFFERIN,
860,2025-01-27,510,19:52,Monday,SPADINA STATION,General Delay,None,None,None,8669,SPADINA STATION,
861,2025-01-27,511,19:57,Monday,FLEET AND BATHURST,Operations,13,23,E,4580,FLEET AND BATHURST,
862,2025-01-27,506,21:09,Monday,HIGH PARK LOOP,Operations,16,24,None,4464,HIGH PARK LOOP,
863,2025-01-27,509,21:14,Monday,CNE LOOP,Security,10,20,E,4515,CNE LOOP,
864,2025-01-27,510,22:04,Monday,SPADINA STATION,Collision - TTC Involved,3,7,N,8798,SPADINA STATION,
865,2025-01-27,501,0:44,Monday,ROYAL YORK AND LAKE SH,Investigation,16,26,E,4578,ROYAL YORK AND LAKE SH,
866,2025-01-27,512,1:43,Monday,GUNNS LOOP,Emergency Services,18,36,None,4449,GUNNS LOOP,
867,2025-01-27,501,1:44,Monday,QUEEN AND PARLIAMENT,Collision - TTC Involved,136,136,W,4560,QUEEN AND PARLIAMENT,
868,2025-01-27,512,1:49,Monday,ST CLAIR AND EARLSCOUR,Diversion,6,24,W,4513,ST CLAIR AND EARLSCOUR,
869,2025-01-28,509,2:11,Tuesday,KINGSTON LOOP,Security,None,None,None,4411,KINGSTON LOOP,
870,2025-01-28,306,4:33,Tuesday,LANSDOWNE LOOP,Security,20,40,None,4403,LANSDOWNE LOOP,
871,2025-01-28,501,6:38,Tuesday,QUEEN AND TRILLER,Cleaning - Unsanitary,10,20,W,4566,QUEEN AND TRILLER,
872,2025-01-28,505,7:49,Tuesday,DUNDAS AND AUGUSTA,Collision - TTC Involved,90,100,E,4626,DUNDAS AND AUGUSTA,
873,2025-01-28,501,9:21,Tuesday,RONCESVALLES AND QUEEN,Operations,3,10,E,4573,RONCESVALLES AND QUEEN,
874,2025-01-28,501,10:03,Tuesday,QUEEN AND BEECH AVE,Collision - TTC Involved,5,10,E,4569,QUEEN AND BEECH AVE,
875,2025-01-28,505,12:07,Tuesday,BROADVIEW STATION,Operations,10,20,W,4504,BROADVIEW STATION,
876,2025-01-28,505,13:47,Tuesday,DUNDAS AND BAY,Diversion,155,155,W,4644,DUNDAS AND BAY,
877,2025-01-28,505,14:04,Tuesday,BROADVIEW STATION,Operations,None,None,None,4619,BROADVIEW STATION,
878,2025-01-28,501,15:52,Tuesday,QUEEN AND BROADVIEW,Cleaning - Unsanitary,10,20,W,4601,QUEEN AND BROADVIEW,
879,2025-01-28,501,16:05,Tuesday,CHURCH AND RICHMOND,Security,10,20,W,4555,CHURCH AND RICHMOND,
880,2025-01-28,512,16:22,Tuesday,ST CLAIR AND GLENHOLME,General Delay,8,16,W,4607,ST CLAIR AND GLENHOLME,
881,2025-01-28,509,16:48,Tuesday,BATHURST AND FLEET,General Delay,None,None,E,4422,BATHURST AND FLEET,
